,index,id,text,timestamp,replyCount,retweetCount,likeCount,quoteCount,viewCount,keywords
219,219,1593103423062294528,"['lost', 'birkin', 'bag', 'contain', 'foreign', 'passport', 'wallet', 'full', 'id', 'card', 'bank', 'card', 'please', 'help']",2022-11-17T04:47:09+00:00,0,0,0,0,,card
220,220,1592962618876100613,"['hi', 'guy', 'lost', 'bag', 'phone', 'purse', 'airport', 'inside', 'purse', 'important', 'document', 'bank', 'card', 'still', 'hope', 'come', 'back', 'please', 'contact']",2022-11-16T19:27:38+00:00,0,0,0,0,,card
221,221,1592888506493419525,"['hi', 'lost', 'prescription', 'glass', 'soft', 'black', 'lacoste', 'case', 'unsure']",2022-11-16T14:33:09+00:00,0,0,0,0,,black
222,222,1592886024899858433,"['lost', 'faded', 'grey', 'wallet', 'marvel', 'boldly', 'written', 'content', 'include', 'netherland', 'residence', 'permit', 'abn', 'amro', 'debit', 'card', 'personal', 'ov', 'chipkaart', 'nigerian', 'driver', 'licence']",2022-11-16T14:23:17+00:00,0,0,0,0,,card
223,223,1592639378718760960,"['hello', 'lost', 'black', 'leather', 'laptop', 'bag', 'last', 'night', 'laptop', 'ipad', 'blue', 'folder', 'inside', 'anyone', 'find', 'would', 'love', 'back', 'offering', 'reward']",2022-11-15T22:03:12+00:00,0,0,0,0,,black
224,224,1592219140248555522,"['lost', 'wallet', 'green', 'white', 'provisional', 'bank', 'card', 'cash', 'please', 'contact', 'please']",2022-11-14T18:13:19+00:00,0,0,0,0,,card
225,225,1592151481330835456,"['lost', 'blue', 'wallet', 'j', 'covent', 'garden', 'british', 'drive', 'license', 'monzo', 'card', 'wise', 'card', 'natwest', 'card']",2022-11-14T13:44:28+00:00,0,0,0,0,,card
226,226,1592119035973730305,"['lost', 'wallet', 'brp', 'ukrainian', 'driving', 'license', 'ukrainian', 'vehicle', 'registration', 'card', 'name', 'dmytro', 'boroday']",2022-11-14T11:35:32+00:00,0,0,0,0,,card
227,227,1591991672254111751,"['lost', 'bag', 'passport', 'charger', 'clothe', 'vape', 'cash', 'inside']",2022-11-14T03:09:27+00:00,0,0,0,0,,bag
228,228,1591798999044038657,"['lady', 'peach', 'coloured', 'wallet', 'lost', 'soho', 'area', 'wednesday', 'night', 'early', 'thursday', 'morning', 'contain', 'several', 'important', 'personal', 'card', 'irish', 'driving', 'licence', 'please', 'come', 'acros', 'item', 'get', 'touch']",2022-11-13T14:23:50+00:00,0,0,0,0,,card
229,229,1591790014882799616,"['lost', 'man', 'silver', 'saint', 'bracelet', 'clapham', 'junction', 'premier', 'inn', 'clapham', 'wandsworth', 'road']",2022-11-13T13:48:08+00:00,0,0,0,0,,road
230,230,1591592266484916225,"['g', 'wallet', 'lost', 'important', 'id', 'international', 'country', 'hendon', 'pub', 'hendon', 'station', 'bu', 'stop', 'wallet', 'necessary', 'leave', 'country', 'please', 'return', 'found']",2022-11-13T00:42:21+00:00,0,0,0,0,,wallet
231,231,1591209737621684224,"['lost', 'cath', 'kidson', 'grayishwith', 'animal', 'printedpouch', 'important', 'bank', 'receipt', 'filipino', 'passport', 'small', 'blue', 'note', 'booklet', 'someone', 'stole', 'backpack', 'im', 'sure', 'heshe', 'happy', 'money', 'found', 'please', 'return', 'thank']",2022-11-11T23:22:19+00:00,0,0,0,0,,small
232,232,1591151561048477697,"['lost', 'burberry', 'old', 'wallet', 'tan', 'check', 'pattern', 'two', 'bank', 'card', 'cancelled', 'pres', 'pas', 'last', 'gregg', 'balham', 'caffè', 'nero', 'bike', 'sainsbury', 'new', 'park', 'road', 'streatham', 'hill', 'via', 'rositter', 'road', 'balham', 'photo', 'similar', 'one']",2022-11-11T19:31:08+00:00,0,1,0,0,,card
233,233,1591138073907466241,"['please', 'help', 'lady', 'small', 'yellow', 'bag', 'vintage', 'loui', 'vuitton', 'bag', 'left', 'front', 'door', '45', 'nevern', 'square', 'around', 'earl', 'court', 'inside', 'contain', 'important', 'id', 'card', 'student', 'card', 'imperial', 'college', 'found', 'could', 'please', 'return', 'best', 'wish']",2022-11-11T18:37:33+00:00,0,0,0,0,,card
234,234,1590975747824443392,"['lost', 'gold', 'bracelet', 'yellow', 'gold', 'heart', 'white', 'gold', 'link']",2022-11-11T07:52:31+00:00,0,0,0,0,,gold
235,235,1590824390710943744,"['small', 'green', 'smythson', 'purse', 'zip', 'around', 'top']",2022-11-10T21:51:05+00:00,0,0,0,0,,small
236,236,1590480378216652800,"['sadly', 'lost', 'rose', 'gold', 'locket', 'chain', 'two', 'picture', 'inside', 'grateful', 'information']",2022-11-09T23:04:06+00:00,0,0,0,0,,gold
237,237,1590373245227761666,"['truck', 'broken', 'last', 'night', 'took', 'set', 'key', 'silver', 'ring', 'found', 'please', 'get', 'back']",2022-11-09T15:58:24+00:00,0,0,0,0,,key
238,238,1590348273155739649,"['thin', 'gold', 'necklace', 'give', 'died', 'father']",2022-11-09T14:19:10+00:00,0,0,0,0,,gold
239,239,1590341987336564742,"['thin', 'gold', 'necklace', 'got', 'died', 'father']",2022-11-09T13:54:11+00:00,0,0,0,0,,gold
240,240,1590214559935217664,"['found', 'key', 'mortlake', 'road', 'kew', 'tuesday', '8th', 'november']",2022-11-09T05:27:50+00:00,0,0,0,0,,key
241,241,1588767442293198848,"['wallet', 'went', 'missing', 'right', 'went', 'barrier', 'marble', 'arch', 'station', 'went', 'toward', 'bu', 'stop', 'right', 'outside', 'hyde', 'park', 'realised', 'missing', 'wallet', 'yellowgold', 'coloured', 'say', 'grenada', 'oyster', 'provisional', 'license', 'loyalty', 'card']",2022-11-05T05:37:30+00:00,0,0,0,0,,card
242,242,1588710018727165953,"['lost', 'motorbike', 'key', 'extra', '3', 'key', '1', 'blue', 'colour', 'fob', 'main', 'black', 'key', 'kawasaki', 'one', 'also', 'hook', 'keychain', 'anyone', 'found', 'please', 'contact', 'important', 'think', 'lost', 'around', 'marble', 'arch', 'delivering', 'food', 'sure', 'thank']",2022-11-05T01:49:19+00:00,0,0,0,0,,black
243,243,1588707873848459268,"['lost', 'shopping', 'oxford', 'street', 'primark', 'shopping', 'finsbury', 'white', 'polythene', 'bag', 'dres', 'top', 'mail', 'first', 'floor', 'near', 'payment', 'till', 'mum', 'sat', 'wait', 'line', 'payment', 'long', 'think', 'stood', 'took', 'elizabeth', 'line', 'woolwich']",2022-11-05T01:40:48+00:00,0,0,0,0,,bag
244,244,1588375194267275265,"['mobile', 'model', 'phone', '13', 'pro']",2022-11-04T03:38:51+00:00,0,0,0,0,,phone
245,245,1588195182561869825,"['charging', 'case']",2022-11-03T15:43:33+00:00,0,0,0,0,,case
246,246,1587808665674940417,"['hi', 'lost', 'husband', 'humberto', 'andrade', 'fernande', 'residence', 'card', 'afternoon', 'leather', 'lane', 'market', 'please', 'contact', 'found']",2022-11-02T14:07:40+00:00,0,0,0,0,,card
247,247,1587759721024471040,"['ive', 'lost', 'brp', 'biometric', 'residence', 'permit', 'card', 'last', 'remember', 'old', 'queen', 'head', 'pub', 'essex', 'road', 'unfortunately', 'went', 'back', 'dont', 'seem', 'please', 'please', 'contact', 'anyone', 'come', 'acros']",2022-11-02T10:53:11+00:00,0,0,0,0,,card
248,248,1587217627184865281,"['hi', 'lost', 'small', 'wallet', 'shape', 'dog', 'face', 'contain', 'id', 'card', 'driver', 'license', 'debit', 'card', 'wallet', 'gift', 'niece', 'emotional', 'value', 'huge', 'please', 'contact', 'found', 'thank']",2022-10-31T22:59:06+00:00,0,0,0,0,,card
249,249,1586848650361192450,"['purple', 'small', 'patched', 'suitcase']",2022-10-30T22:32:55+00:00,0,0,0,0,,small
250,250,1586829812978667520,"['gold', 'leather', 'square', 'purse', 'zip', 'aroubd', '3', 'side', 'inside', 'aroubd', '40', 'cash', 'bank', 'cardcredit', 'card', 'driving', 'license', 'soho', 'house', 'tate', 'gallery', 'membership', 'card', 'variou', 'loyalty', 'card', 'pretty', 'sure', 'left', 'ye', 'olde', 'rose', 'crown', 'dropped', 'outside']",2022-10-30T21:18:03+00:00,0,0,1,0,,card
251,251,1586780429088018432,"['lost', 'wallet', 'next', 'parking', 'machine', 'several', 'bank', 'card', 'resident', 'permit', 'id', 'card', 'driving', 'license']",2022-10-30T18:01:49+00:00,0,0,0,0,,card
252,252,1586772594530861058,"['lost', 'black', 'nike', 'wallet', 'elephant', 'castle', 'area', 'possibly', 'residential', 'street', 'bank', 'card', 'driver', 'licence', 'student', 'card']",2022-10-30T17:30:42+00:00,0,0,0,0,,card
253,253,1586722326967713794,"['lost', 'one', 'prewalker', 'baby', 'shoe', 'right', 'one', 'brown', 'two', 'velcro', 'strap', 'clark', 'brand']",2022-10-30T14:10:57+00:00,0,0,0,0,,one
254,254,1586714120706981890,"['lost', 'phone', 'fire', 'black', 'huwai', 'cover', 'back', 'white', 'spot', 'ex', 'covid', 'testing', 'front', 'left', 'top', 'corner', 'cracked']",2022-10-30T13:38:20+00:00,0,0,0,0,,black
255,255,1586666465129910275,"['lost', 'black', 'purse', 'german', 'teenager', 'identity', 'card']",2022-10-30T10:28:58+00:00,0,0,0,0,,card
256,256,1586666341829836800,"['list', 'black', 'purse', 'german', 'teenager', 'identity', 'card']",2022-10-30T10:28:29+00:00,0,0,0,0,,card
257,257,1586655586741108736,"['green', 'jacket', 'stolen', 'tooting', 'broadway', 'market', 'totterdown', 'st', 'end', 'last', 'night', 'around', '11pm', 'may', 'dumped', 'nearby']",2022-10-30T09:45:45+00:00,0,0,0,0,,green
258,258,1586485740816531458,"['wife', 'lost', 'wedding', 'ring', 'trip', 'london', 'today', 'tiffanyco', 'ring', 'top', 'half', 'covered', 'stone', 'inner', 'side', 'engraving', 'whem', 'ring', 'carry', 'lot', 'meaning', 'me', 'hope', 'able', 'contact', 'me', 'soon', 'find', 'thank']",2022-10-29T22:30:50+00:00,0,0,0,0,,ring
259,259,1586454823150419968,"['hi', 'black', 'boy', 'chanel', 'bag', 'stolen', 'chair', 'sitting', 'restaurant', 'inside', 'phone', 'wallet', 'house', 'key', 'thought', 'maybe', 'thief', 'dump', 'key', 'somewhere', 'someone', 'might', 'find', 'set', 'banham', 'key', 'little', 'brown', 'wallet', 'style', 'keychain', 'doubt', 'would', 'dump', 'bag', 'incase', 'exactly', 'like', 'picture']",2022-10-29T20:27:59+00:00,0,0,0,0,,black
260,260,1586295558926487552,"['daughter', 'lost', 'tablet', 'billet', 'road', 'around', '8pm', '28102022', 'pink', 'samsung', 'a8', 'tablet', 'purple', 'case', 'like', 'really', 'hope', 'someone', 'kind', 'found', 'wallpaper', 'daughter', 'birthday', 'sh', 'les', '5', 'month', 'really', 'appreciate', 'help', 'lost', 'dont', 'know', 'else']",2022-10-29T09:55:07+00:00,0,0,0,0,,case
261,261,1585373159838126101,"['lost', 'small', 'chequered', 'black', 'white', 'purse', 'zip', 'house', 'key', 'inside', 'two', 'key', 'one', 'banham', 'key', 'serial', 'number', '07', '119493', 'would', 'love', 'get', 'key', 'back', 'big', 'trouble', 'parent']",2022-10-26T20:49:50+00:00,0,0,0,0,,black
262,262,1585342456744247321,"['daughter', 'treasured', 'cuddly', 'toy', 'jellycat', 'london', 'branded', 'bashful', 'pinto', 'pony', 'white', 'brown', 'soft', 'toy', 'horse', 'lost', 'somewhere', 'tate', 'modern', 'bankside', 'borough', 'market', 'borough', 'tube', 'station', 'northern', 'line', 'please', 'help', 'me', 'find', 'sharing']",2022-10-26T18:47:50+00:00,0,1,0,0,,station
263,263,1584993472297189378,"['lost', 'spider', 'brooch', 'attached', 'coat', 'silver', 'black', 'lot', 'sentimental', 'value', 'money', 'value']",2022-10-25T19:41:06+00:00,0,0,0,0,,black
264,264,1584899458374012928,"['hi', 'key', 'must', 'fallen', 'pocket', 'tripped', 'green', 'turtle', 'keychain', 'cat', 'keychain', 'well', 'fob', 'key', 'rose', 'gold', 'door', 'opening', 'key', 'store', 'loyalty', 'card', 'hopefully', 'someone', 'picked', 'added', 'picture', 'cat', 'keychain']",2022-10-25T13:27:31+00:00,1,0,0,0,,card
265,265,1584250987069349888,"['lost', '23', 'october', 'evening', 'small', 'colorfull', 'wallet', 'id', 'euro', 'covent', 'garden', 'please', 'get', 'contact', 'find']",2022-10-23T18:30:43+00:00,0,0,0,0,,wallet
266,266,1583944841896992768,"['lost', '22', 'october', 'evening', 'brown', 'wallet', 'id', 'driving', 'license', 'bank', 'card', 'gbp', 'please', 'get', 'contact', 'find', 'reward']",2022-10-22T22:14:13+00:00,0,0,0,0,,card
267,267,1583888180096290816,"['lost', 'black', 'leather', 'wallet', 'portobello', 'road', 'market', 'today', '221022', 'contained', 'bank', 'card', 'romanian', 'british', 'currency']",2022-10-22T18:29:04+00:00,1,0,0,0,,card
268,268,1583493107559337984,"['hi', 'yesterday', 'lost', 'dark', 'blue', 'slim', 'wallet', 'including', 'id', 'credit', 'card', 'anyone', 'found', 'wallet', 'please', 'let', 'know']",2022-10-21T16:19:11+00:00,1,0,0,0,,card
269,269,1583173962259124224,"['around', '0245am', 'wednesday', '19th', 'october', 'lost', 'black', 'samsung', 'tablet', '10', 'screen', 'believed', 'druid', 'street', 'abbey', 'street', 'near', 'london', 'bridge', 'likely', 'pavement', 'road']",2022-10-20T19:11:01+00:00,0,0,0,0,,black
270,270,1582767166457118725,"['lost', 'grey', 'color', 'man', 'wallet', 'id', 'bank', 'debit', 'card', 'along', 'kuwait', 'driving', 'licence']",2022-10-19T16:14:33+00:00,1,0,0,0,,card
271,271,1582743701364908039,"['hi', 'lost', 'shopper', 'book', 'inside', 'ukraine', 'valuable', 'probably', 'forgot', 'bu', 'know', 'anything', 'please', 'contact', 'bag', 'pic']",2022-10-19T14:41:19+00:00,0,0,0,0,,bag
272,272,1582698443515887617,"['lost', 'prism', 'black', 'samsung', 'galaxy', 's10', 'plu', 'smg975fd', 'black', 'casing', 'lost', 'around', 'septemberoctober', '2021', 'soho', 'london', 'imei', 'end', 'digit', '2150264']",2022-10-19T11:41:28+00:00,0,1,0,0,,black
273,273,1582655634369134594,"['found', 'a4', 'black', 'notebook', 'contain', 'page', 'neatly', 'written', 'work', 'meeting', 'note', 'last', 'entry', 'drawing']",2022-10-19T08:51:22+00:00,0,0,0,0,,black
274,274,1582505514742718464,"['hello', 'lost', 'navy', 'bag', 'today', 'hampstead', 'heath', 'possibly', 'bench', 'tumulu', 'cafe', 'kenwood', 'house', 'dark', 'navy', 'leather', 'plain', 'flap', 'bit', 'bigger', 'a5', 'size', 'crossbody', 'contain', 'small', 'black', 'white', 'wallet', 'card', 'frozen', 'id', 'please', 'really', 'need', 'would', 'hugely', 'greatful', 'someone', 'found', 'reward', 'thank']",2022-10-18T22:54:50+00:00,0,0,0,0,,card
275,275,1582488281727369216,"['found', 'gold', 'jewellery', 'around', 'parkway', 'camden', 'saturday', 'afternoon', 'please', 'contact', 'detail']",2022-10-18T21:46:22+00:00,0,0,1,0,,gold
276,276,1582361941393408001,"['morning', 'lost', 'black', 'gilet', 'jacket', 'car', 'house', 'key', 'pocket', 'jacket', 'lululemon']",2022-10-18T13:24:20+00:00,0,0,0,0,,black
277,277,1582173836958920705,"['hey', 'lost', 'stanbic', 'bank', 'debit', 'card', 'sunday', 'night', 'oct', '16', 'around', '10', 'pm', 'somewhere', 'allbarone', 'leicester', 'square', 'tao', 'tao', 'ju', 'leicester', 'square', 'station', 'found', 'please', 'contact', 'drop', 'tao', 'tao', 'ju', 'thank']",2022-10-18T00:56:52+00:00,0,0,0,0,,card
278,278,1581981744747941888,"['found', 'wallet', 'morning', 'containing', 'variou', 'card', 'including', 'resident', 'permit', 'lloyd', 'bank', 'card', 'contacted', 'lloyd', 'bank', 'left', 'detail', 'wish', 'arrange', 'retrieve']",2022-10-17T12:13:34+00:00,0,0,0,0,,card
279,279,1581949025363714050,"['lost', 'one', 'japanese', 'passport', 'find', 'return', 'reward', 'thank']",2022-10-17T10:03:33+00:00,0,0,0,0,,one
280,280,1581735479799873536,"['hey', 'guy', 'today', 'lost', 'gold', 'ring', 'gifted', 'girlfriend', 'im', 'sad', 'wonder', 'maybe', 'someone', 'find', 'somewhere', 'would', 'love', 'return', 'afcour', 'il', 'donate', 'cash', 'anyone', 'bring', 'back', 'thankful', 'forever', 'please', 'contact', 'u', 'help', 'thank', 'advance']",2022-10-16T19:55:00+00:00,0,0,0,0,,ring
281,281,1581586358518583303,"['lost', 'black', 'mulberry', 'card', 'holder', 'card', 'driving', 'license', 'last', 'night', 'long', 'shot', 'anyone', 'picked', 'really', 'appreciate']",2022-10-16T10:02:26+00:00,0,1,0,0,,card
282,282,1581471143759790082,"['2', 'heart', 'shaped', 'locket', 'husband', 'son', 'fingerprint']",2022-10-16T02:24:37+00:00,0,0,0,0,,2
283,283,1581263277853937664,"['lost', 'soma', 'wolvering', 'bicycle', 'green', 'reward']",2022-10-15T12:38:38+00:00,0,0,0,0,,reward
284,284,1581253655688204288,"['lost', 'one', 'piece', 'pair', 'diamond', 'earing', 'diamond', 'roundpeony', 'shaped', 'know', 'brand', 'size', 'also', 'picture', 'one', 'probably', 'lost', 'w3', 'w12', 'area']",2022-10-15T12:00:24+00:00,0,0,0,0,,one
285,285,1580884024297328641,"['large', 'brown', 'tassel', 'king', 'ring', 'many', 'key', 'attached']",2022-10-14T11:31:37+00:00,0,0,0,0,,key
286,286,1580578897259040768,"['working', 'today', '730am', 'area', '9am', 'reliesed', 'lost', 'set', 'key', 'placed', 'small', 'transparent', 'box', 'two', 'set', 'key', 'side', 'found', 'given', 'calling', 'email', 'local', 'authority']",2022-10-13T15:19:09+00:00,0,0,0,0,,key
287,287,1580495586159374338,"['black', 'wallet', 'credit', 'card', 'n', 'medical', 'insurance', 'card', 'cash', 'please', 'help', 'find']",2022-10-13T09:48:06+00:00,0,0,0,0,,card
288,288,1580288407577587713,"['lost', 'gold', 'red', 'velvet', 'wallet', 'key', 'attached', 'wearing', 'silver', 'trousers', 'pink', 'white', 'coat']",2022-10-12T20:04:51+00:00,0,0,0,0,,wallet
289,289,1579852089521340416,"['wedding', 'day', 'lost', 'bottom', 'half', 'heirloom', 'earring', 'somewhere', 'near', 'chelsea', 'old', 'town', 'halli', 'honoured', 'wear', 'late', 'grandfather', 'wish', 'completely', 'devastated', 'gone', 'youve', 'found', 'please', 'please', 'get', 'touch', 'thank']",2022-10-11T15:11:05+00:00,0,0,0,0,,earring
290,290,1579784696929452033,"['beige', 'tan', 'dkny', 'purse', 'either', 'pickpocketed', 'bu', 'somewhere', 'around', 'hammersmith', 'purse', 'pocession', 'sentimental', 'value', 'item', 'belong', 'dead', 'husband', 'pic', 'grandchildren', 'holy', 'medal', 'etc']",2022-10-11T10:43:17+00:00,0,0,0,0,,sentimental
291,291,1579728870508359682,"['lost', 'thin', 'black', 'notebook', 'around', '1500', 'oclock', 'monday', '1010', 'greenwich', 'park', 'contain', 'text', 'thought', 'little', 'drawing', 'german', 'important', 'please', 'contact', 'ig', 'hannask', 'ask', 'everyone', 'know', 'found', 'sth', 'thank', 'much']",2022-10-11T07:01:27+00:00,0,0,0,0,,black
292,292,1579590574063374336,"['lost', 'black', 'iphone', 'se', 'black', 'phone', 'case', 'saturday', 'phone', 'dead', 'lost', 'charged', 'travi', 'scott', 'concert', 'screensaver']",2022-10-10T21:51:54+00:00,0,0,0,0,,black
293,293,1579581548487409665,"['lost', 'tommy', 'hilfiger', 'wallet', 'earlier', 'birthday', 'present', 'girlfriend', 'credit', 'card', 'cancelled', 'would', 'mainly', 'like', 'back', 'license', 'sentimental', 'value', 'arrange', 'reward', 'new', 'card', 'black', 'small', 'logo', 'bottom', 'left', 'inside', 'red', 'blue', 'diagonal', 'stripe', 'believe', 'left', 'driveway']",2022-10-10T21:16:03+00:00,0,0,0,0,,card
294,294,1579571083866669056,"['hello', 'everyone', 'lost', 'watch', 'taking', 'walk', 'bu', 'ride', '176', 'around', 'sydenham', 'high', 'street', 'forest', 'hill', 'horniman', 'museum', 'area', 'watch', 'made', 'dunhill', 'leather', 'strap', 'watch', 'two', 'decade', 'would', 'really', 'like', 'get', 'watch', 'back', 'many', 'thank', 'help']",2022-10-10T20:34:28+00:00,0,0,0,0,,back
295,295,1579367741676748801,"['short', 'black', 'leather', 'jacket', 'quilted', 'effect', 'dark', 'red', 'lining', 'gift', 'husband', 'sentimental']",2022-10-10T07:06:27+00:00,0,0,0,0,,black
296,296,1579175830819065856,"['lost', 'bag', 'pack', 'black', 'color', 'brp', 'kindly', 'please', 'return', 'someone', 'find', 'brp', 'important', 'bank', 'card', 'student', 'card', 'house', 'key']",2022-10-09T18:23:52+00:00,0,0,0,0,,card
297,297,1578799273218826241,"['lost', 'reading', 'pink', 'glass', 'bicycling', 'hyde', 'park', 'drop', 'somewhere', 'else', 'hope', 'sometiendo', 'call', 'back', 'cellphone', '44', '7947', '867410']",2022-10-08T17:27:34+00:00,0,0,0,0,,park
298,298,1578339127929573377,"['brown', 'wallet', 'containing', 'bank', 'card', 'driving', 'license', 'pickpocketed', 'yesterday', 'evening', 'around', '1915', 'whilst', 'eating', 'wasabi', 'would', 'like', 'back', 'need', 'driving', 'license', 'brand', 'osprey', 'london', 'cctc', 'showed', 'still', 'wallet', 'paid', 'food']",2022-10-07T10:59:06+00:00,0,0,0,0,,card
299,299,1578334355306545154,"['lost', '1', 'x', '34', 'hoop', 'earring', 'gold', 'plated', 'lost', 'either', 'peckham', 'rye', 'around', 'dalston', 'junction', 'find', 'would', 'grateful']",2022-10-07T10:40:08+00:00,0,0,0,0,,gold
300,300,1578316372244930561,"['found', 'jewellery', 'london', 'bridge', 'station', 'platform', '11', '845pm', 'thursday', '6th', 'oct', '2022']",2022-10-07T09:28:41+00:00,0,0,0,0,,station
301,301,1578135965134200840,"['lost', 'beloved', 'brown', 'leather', 'loui', 'vuitton', 'purse', 'huge', 'sentimental', 'value', 'hold', 'card', 'coin', 'zip', 'classic', 'lv', 'monogram', 'indented', 'card', 'inside']",2022-10-06T21:31:49+00:00,0,0,0,0,,card
302,302,1578085737534193664,"['lost', 'black', 'leather', 'wallet', 'polish', 'id', 'card', 'chase', 'barclay', 'revolut', 'payment', 'card', 'dbr', 'work', 'pas', 'oyster', 'card']",2022-10-06T18:12:13+00:00,0,0,0,0,,card
303,303,1578034039927496705,"['black', 'small', 'cros', 'bag', 'purple', 'purse', 'airpod', 'credit', 'card', 'id', 'driving', 'license']",2022-10-06T14:46:48+00:00,0,0,0,0,,card
304,304,1577998449374535681,"['iphone', 'x', 'silver', 'colour']",2022-10-06T12:25:22+00:00,0,0,0,0,,silver
305,305,1577803917265698817,"['luggage', 'lost', 'october', '1st', '8am', 'shuttle', 'bu', '8am', '850', 'stansted', 'airport', 'bu', 'station', 'stratford', 'city', 'bu', 'station', 'stop', 'x', 'bu', 'luggage', 'storage', 'suitcase', '25', 'inch', 'black', 'plastic', 'suitcase', 'red', 'sticker', 'making', 'hurt', 'also', 'airport', 'sticker', 'handrail', 'bergamo', 'airportbgy', 'london', 'stansted', 'airport', 'stnfr4193']",2022-10-05T23:32:22+00:00,0,0,0,0,,black
306,306,1577750884213309453,"['lost', 'kate', 'spade', 'marroon', 'coloured', 'handbag', 'navy', 'blue', 'coloured', 'wallet', 'containing', '100', 'pound', 'cash', 'indian', 'r', '10000', 'identity', 'card', 'india', 'multiple', 'credit', 'card', 'oxford', 'circu', 'near', 'next', 'anyone', 'find', 'please', 'reach', 'email', 'identity', 'card', 'important', 'item', 'need', 'back']",2022-10-05T20:01:38+00:00,0,0,0,0,,card
307,307,1577619854521245699,"['lost', 'black', 'crocodile', 'leather', 'wallet', 'including', 'multiple', 'card', 'help', 'would', 'really', 'appreciated']",2022-10-05T11:20:58+00:00,0,0,0,0,,card
308,308,1577616191417454597,"['lost', 'olive', 'green', 'rucksack', 'goodfellow', 'written', '1130am', 'oct', '3', 'son', 'teddy', 'well', 'instant', 'camera', 'galaxy', 'tablet', 'book', 'great', 'sentimental', 'value', 'please', 'let', 'know', 'saw', 'left', 'pavement', 'got', 'cab']",2022-10-05T11:06:25+00:00,0,0,0,0,,sentimental
309,309,1577259257753468929,"['glass', 'rigid', 'box', 'red', 'inside', 'byfocal', 'glass']",2022-10-04T11:28:05+00:00,0,0,0,0,,red
310,310,1576990564540715025,"['hi', 'dropped', 'key', 'somewhere', 'today', 'either', 'around', 'mountsfield', 'park', 'around', 'playground', 'park', 'bromley', 'road', 'think', 'someone', 'must', 'picked', 'ive', 'done', 'multiple', 'sweep', 'there', '3', 'house', 'key', 'electric', 'car', 'key', 'ear', 'defender', 'distinctive', 'silver', 'car', 'keyring', 'would', 'hugely', 'appreciate', 'back', 'youve', 'found']",2022-10-03T17:40:24+00:00,0,0,0,0,,key
311,311,1576881358387003393,"['lost', 'gold', 'ring', 'sunday', 'either', 'canary', 'wharf', 'whilst', 'watching', 'london', 'marathon', 'tube', 'back', 'peckham', 'rye', 'somewhere', 'rye', 'lane']",2022-10-03T10:26:27+00:00,0,0,0,0,,ring
312,312,1576666581882519555,"['lost', 'green', 'wallet', 'oxford', 'street', 'near', 'bond', 'street', 'tube', 'station', 'india', 'driving', 'license', 'along', 'bank', 'card']",2022-10-02T20:13:00+00:00,0,0,0,0,,card
313,313,1576648008695009282,"['2', 'door', 'key', '2', 'black', 'fob']",2022-10-02T18:59:12+00:00,0,0,1,0,,black
314,314,1576267488215588865,"['lost', 'charging', 'case', 'airpod', '3rd', 'generation', 'case', 'leopard', 'print', 'case']",2022-10-01T17:47:09+00:00,0,0,0,0,,case
315,315,1576102193383591936,"['key', 'green', 'acces', 'fob', 'geode', 'keychain']",2022-10-01T06:50:20+00:00,1,0,0,0,,key
316,316,1575915043597828109,"['black', 'dell', 'backpack', 'containing', 'silver', 'dell', 'laptop', 'apple', 'airpod', 'blue', 'drink', 'bottle', 'black', 'headphone', 'reward', 'found']",2022-09-30T18:26:40+00:00,0,0,0,0,,black
317,317,1575699211546509314,"['black', 'wallet', 'tommy', 'hilfiger', 'brand', 'passport', 'son', 'passport', 'almost', '700', 'pound']",2022-09-30T04:09:01+00:00,0,0,0,0,,black
318,318,1575545862738087945,"['hi', 'everyone', 'day', 'ago', 'lost', 'bracelet', 'king', 'cros', 'area', 'last', 'saw', 'wrist', 'neill', 'pub', 'point', 'must', 'broken', 'fallen', 'wrist', 'without', 'realising', 'bracelet', 'expensive', 'valuable', 'hold', 'lot', 'sentimental', 'value', 'given', 'mother', 'anything', 'tell', 'please', 'contact']",2022-09-29T17:59:40+00:00,0,1,0,0,,sentimental
319,319,1574876520308690944,"['loststolen', 'iphone11', 'red', 'soho', 'area', 'walking', 'toward', 'tottenham', 'court', 'road', 'tube', 'station', 'early', 'hour', 'sunday', 'clear', 'case', 'containing', 'licence', 'bank', 'card', 'also']",2022-09-27T21:39:56+00:00,0,0,0,0,,card
320,320,1574665102019764224,"['please', 'share', 'around', 'uk']",2022-09-27T07:39:50+00:00,0,0,0,1,,
321,321,1574391051569319936,"['black', 'mulberry', 'purse', 'gold', 'clasp', 'plu', 'content']",2022-09-26T13:30:52+00:00,1,1,0,0,,black
322,322,1574372996218818563,"['lost', 'house', 'car', 'key', 'inside', 'grey', 'hoodie']",2022-09-26T12:19:07+00:00,0,0,0,0,,key
323,323,1573780009608781825,"['lost', 'samsung', 'galaxy', 's8', 'phone', 'approximately', '350pm', 'today', 'black', 'case', 'dirty', 'seethrough', 'cover', 'believe', 'lost', 'biking', 'somewhere', 'southeastern', 'corner', 'hyde', 'park', 'far', 'wellington', 'arch', 'marble', 'arch', 'northeastern', 'corner', 'hyde', 'park', 'pay', 'return', 'phone']",2022-09-24T21:02:48+00:00,0,0,0,0,,black
324,324,1573694148972089346,"['man', 'silver', '2', 'tone', 'wedding', 'band', 'inscription', 'inside']",2022-09-24T15:21:37+00:00,0,0,0,0,,silver
